name,market_cap,url,symbol,price_btc,circulating_supply,price_usd
Basic Attention Token,382129000.0,https://coinmarketcap.com/currencies/basic-attention-token/,BAT,4.11659e-05,1000000000.0,0.382129
Ardor,366224223.872,https://coinmarketcap.com/currencies/ardor/,ARDR,3.9492e-05,998999495.0,0.366591
Dentacoin,356246727.451,https://coinmarketcap.com/currencies/dentacoin/,DCN,1.18002e-07,325226613094.0,0.00109538
Komodo,354309643.8,https://coinmarketcap.com/currencies/komodo/,KMD,0.0003668,104059362.973,3.40488
WaykiChain,344486952.0,https://coinmarketcap.com/currencies/waykichain/,WICC,0.000258792,143400000.0,2.40228
Mithril,340530008.764,https://coinmarketcap.com/currencies/mithril/,MITH,0.00011974,306367022.126,1.11151
Loom Network,336169431.545,https://coinmarketcap.com/currencies/loom-network/,LOOM,6.27241e-05,577366665.542,0.582246
Kyber Network,330482845.331,https://coinmarketcap.com/currencies/kyber-network/,KNC,0.000265425,134132696.93,2.46385
Ark,329128189.33,https://coinmarketcap.com/currencies/ark/,ARK,0.00034609,102447890.0,3.21264
Ethos,324672884.841,https://coinmarketcap.com/currencies/ethos/,ETHOS,0.000457226,76496755.5885,4.24427
Gas,319352731.273,https://coinmarketcap.com/currencies/gas/,GAS,0.00339672,10128375.1058,31.5305
KuCoin Shares,317988902.096,https://coinmarketcap.com/currencies/kucoin-shares/,KCS,0.000452343,75730576.0001,4.19895
PIVX,305126073.244,https://coinmarketcap.com/currencies/pivx/,PIVX,0.000585293,56160894.898,5.43307
Elastos,297845624.095,https://coinmarketcap.com/currencies/elastos/,ELA,0.0062348,5146316.21488,57.8755
Cryptonex,278834165.193,https://coinmarketcap.com/currencies/cryptonex/,CNX,0.000663667,45260951.4986,6.16059
FunFair,275308848.817,https://coinmarketcap.com/currencies/funfair/,FUN,6.10424e-06,4858654388.66,0.0566636
ReddCoin,272414039.423,https://coinmarketcap.com/currencies/reddcoin/,RDD,1.01867e-06,28808713173.8,0.00945596
Cortex,268652773.423,https://coinmarketcap.com/currencies/cortex/,CTXC,0.00019321,149792458.0,1.7935
MonaCoin,268212105.725,https://coinmarketcap.com/currencies/monacoin/,MONA,0.000486808,59353799.8935,4.51887
Centrality,265197011.038,https://coinmarketcap.com/currencies/centrality/,CENNZ,4.04e-05,707156200.188,0.375019
Substratum,262566257.767,https://coinmarketcap.com/currencies/substratum/,SUB,7.38489e-05,383020999.96,0.685514
Bancor,260453522.579,https://coinmarketcap.com/currencies/bancor/,BNT,0.000544,51577406.1697,5.04976
GXChain,257474400.0,https://coinmarketcap.com/currencies/gxchain/,GXS,0.000462286,60000000.0,4.29124
QASH,254004450.0,https://coinmarketcap.com/currencies/qash/,QASH,7.8181e-05,350000000.0,0.725727
Syscoin,253635573.43,https://coinmarketcap.com/currencies/syscoin/,SYS,5.12215e-05,533439557.808,0.475472
Fusion,238478276.838,https://coinmarketcap.com/currencies/fusion/,FSN,0.000865465,29684331.2,8.03381
Skycoin,231672880.988,https://coinmarketcap.com/currencies/skycoin/,SKY,0.00285583,8739174.0,26.5097
Dragonchain,230446726.107,https://coinmarketcap.com/currencies/dragonchain/,DRGN,0.000104124,238421940.0,0.96655
Polymath,227326803.201,https://coinmarketcap.com/currencies/polymath-network/,POLY,0.000102039,239999750.0,0.947196
Nexo,220591283.939,https://coinmarketcap.com/currencies/nexo/,NEXO,4.24353e-05,560000010.0,0.393913
Holo,219622877.185,https://coinmarketcap.com/currencies/holo/,HOT,1.77604e-07,133214575156.0,0.00164864
Matrix AI Network,215055000.0,https://coinmarketcap.com/currencies/matrix-ai-network/,MAN,0.000154449,150000000.0,1.4337
Veritaseum,214303979.779,https://coinmarketcap.com/currencies/veritaseum/,VERI,0.0113356,2036645.44,105.224
Nxt,211557218.613,https://coinmarketcap.com/currencies/nxt/,NXT,2.28134e-05,998999941.508,0.211769
Storm,210529742.496,https://coinmarketcap.com/currencies/storm/,STORM,5.5429e-06,4091706233.6,0.0514528
Enigma,208721822.979,https://coinmarketcap.com/currencies/enigma-project/,ENG,0.000300458,74836171.09,2.78905
All Sports,198945223.465,https://coinmarketcap.com/currencies/all-sports/,SOC,2.87967e-05,744251871.297,0.267309
WAX,196088764.331,https://coinmarketcap.com/currencies/wax/,WAX,3.38078e-05,624832755.512,0.313826
Neblio,196087817.254,https://coinmarketcap.com/currencies/neblio/,NEBL,0.00161479,13081678.3251,14.9895
CyberMiles,195093615.118,https://coinmarketcap.com/currencies/cybermiles/,CMT,3.31561e-05,633879773.727,0.307777
Electroneum,194383806.866,https://coinmarketcap.com/currencies/electroneum/,ETN,3.01778e-06,6939057111.55,0.028013
SALT,193914823.678,https://coinmarketcap.com/currencies/salt/,SALT,0.000355411,58777029.207,3.29916
ChainLink,193449900.0,https://coinmarketcap.com/currencies/chainlink/,LINK,5.95427e-05,350000000.0,0.552714
ZCoin,191864701.5,https://coinmarketcap.com/currencies/zcoin/,XZC,0.00438446,4714189.92663,40.6994
BnkToTheFuture,189776327.55,https://coinmarketcap.com/currencies/bnktothefuture/,BFT,3.24516e-05,629990099.325,0.301237
Factom,189543964.279,https://coinmarketcap.com/currencies/factom/,FCT,0.00233493,8745102.0,21.6743
Power Ledger,179176063.235,https://coinmarketcap.com/currencies/power-ledger/,POWR,5.22724e-05,369262351.92,0.485227
Achain,174141512.777,https://coinmarketcap.com/currencies/achain/,ACT,3.92173e-05,478356868.531,0.364041
Huobi Token,173692694.768,https://coinmarketcap.com/currencies/huobi-token/,HT,0.000374229,50000200.0,3.47384
POA Network,173437649.23,https://coinmarketcap.com/currencies/poa-network/,POA,9.13763e-05,204473687.957,0.848215
Revain,172779299.55,https://coinmarketcap.com/currencies/revain/,R,9.98291e-05,186450000.0,0.926679
Gifto,170670091.239,https://coinmarketcap.com/currencies/gifto/,GTO,4.27129e-05,430453533.993,0.396489
Nucleus Vision,168708337.522,https://coinmarketcap.com/currencies/nucleus-vision/,NCASH,4.41244e-06,4118936344.5,0.0409592
Monaco,167612032.495,https://coinmarketcap.com/currencies/monaco/,MCO,0.00114326,15793831.095,10.6125
Nuls,162025200.0,https://coinmarketcap.com/currencies/nuls/,NULS,0.000436365,40000000.0,4.05063
Byteball Bytes,161858568.137,https://coinmarketcap.com/currencies/byteball/,GBYTE,0.026994,645946.012935,250.576
Request Network,161514593.734,https://coinmarketcap.com/currencies/request-network/,REQ,2.62453e-05,662961234.574,0.243626
MaidSafeCoin,159164040.958,https://coinmarketcap.com/currencies/maidsafecoin/,MAID,3.78882e-05,452552412.0,0.351703
Decentraland,153599998.018,https://coinmarketcap.com/currencies/decentraland/,MANA,1.5757e-05,1050141509.43,0.146266
Emercoin,153315039.644,https://coinmarketcap.com/currencies/emercoin/,EMC,0.000396027,41704873.6993,3.67619
BitcoinDark,152250712.081,https://coinmarketcap.com/currencies/bitcoindark/,BTCD,0.0127256,1288862.18408,118.128
DeepBrain Chain,150934500.0,https://coinmarketcap.com/currencies/deepbrain-chain/,DBC,1.08399e-05,1500000000.0,0.100623
Cindicator,145054587.635,https://coinmarketcap.com/currencies/cindicator/,CND,1.08069e-05,1445976590.33,0.100316
TenX,144047610.95,https://coinmarketcap.com/currencies/tenx/,PAY,0.000142361,109004760.534,1.32148
Storj,141039800.697,https://coinmarketcap.com/currencies/storj/,STORJ,0.000111894,135787538.7,1.03868
ZenCash,137943074.911,https://coinmarketcap.com/currencies/zencash/,ZEN,0.00390025,3810087.5,36.2047
Bottos,137770992.249,https://coinmarketcap.com/currencies/bottos/,BTO,3.10663e-05,477744461.26,0.288378
Theta Token,137567623.293,https://coinmarketcap.com/currencies/theta-token/,THETA,2.35762e-05,628596079.0,0.218849
Civic,135723579.935,https://coinmarketcap.com/currencies/civic/,CVC,4.26647e-05,342699966.0,0.396042
SmartMesh,135371997.108,https://coinmarketcap.com/currencies/smartmesh/,SMT,1.03156e-05,1413716693.85,0.0957561
iExec RLC,135322042.697,https://coinmarketcap.com/currencies/rlc/,RLC,0.000182063,80070793.2388,1.69003
Ruff,135224372.8,https://coinmarketcap.com/currencies/ruff/,RUFF,1.58033e-05,921800000.0,0.146696
Iconomi,135132117.853,https://coinmarketcap.com/currencies/iconomi/,ICN,0.000146812,99156975.5529,1.36281
Nexus,134339615.342,https://coinmarketcap.com/currencies/nexus/,NXS,0.000253144,57169442.876,2.34985
Time New Bank,132255715.1,https://coinmarketcap.com/currencies/time-new-bank/,TNB,6.03283e-06,2361679677.22,0.0560007
SmartCash,130633976.983,https://coinmarketcap.com/currencies/smartcash/,SMART,1.48504e-05,947646204.837,0.137851
Kin,130582585.366,https://coinmarketcap.com/currencies/kin/,KIN,1.86053e-08,756097560976.0,0.000172706
Quantstamp,129666224.266,https://coinmarketcap.com/currencies/quantstamp/,QSP,2.26282e-05,617314170.819,0.210049
Bluzelle,129523895.158,https://coinmarketcap.com/currencies/bluzelle/,BLZ,7.79833e-05,178927098.46,0.723892
Arcblock,128672835.767,https://coinmarketcap.com/currencies/arcblock/,ABT,0.000148735,93196613.0452,1.38066
Particl,125953075.596,https://coinmarketcap.com/currencies/particl/,PART,0.00151389,8962781.74585,14.0529
Dropil,123867005.454,https://coinmarketcap.com/currencies/dropil/,DROP,7.10901e-07,18770458347.5,0.00659904
Scry.info,122668686.273,https://coinmarketcap.com/currencies/scryinfo/,DDD,4.4041e-05,300056960.0,0.408818
DigitalNote,121824250.963,https://coinmarketcap.com/currencies/digitalnote/,XDN,1.90019e-06,6906567357.52,0.0176389
Aragon,121042605.337,https://coinmarketcap.com/currencies/aragon/,ANT,0.000494498,26369501.7345,4.59025
Credits,120344829.833,https://coinmarketcap.com/currencies/credits/,CS,9.41695e-05,137671788.063,0.874143
TokenPay,118648588.771,https://coinmarketcap.com/currencies/tokenpay/,TPAY,0.000832616,15351310.3138,7.72889
SIRIN LABS Token,118037164.359,https://coinmarketcap.com/currencies/sirin-labs-token/,SRN,5.54653e-05,229258029.0,0.514866
Paypex,117375181.96,https://coinmarketcap.com/currencies/paypex/,PAYX,0.000184784,68428768.29,1.71529
Enjin Coin,115530339.315,https://coinmarketcap.com/currencies/enjin-coin/,ENJ,1.64586e-05,756192535.064,0.152779
High Performance Blockchain,114154640.192,https://coinmarketcap.com/currencies/high-performance-blockchain/,HPB,0.000414025,29702631.937,3.84325
Dent,113418720.87,https://coinmarketcap.com/currencies/dent/,DENT,1.15107e-06,10614760961.2,0.010685
Genaro Network,113199413.686,https://coinmarketcap.com/currencies/genaro-network/,GNX,5.05697e-05,241146888.798,0.469421
Apex,113138400.18,https://coinmarketcap.com/currencies/apex/,CPX,2.96242e-05,411424333.0,0.274992
Ignis,112386709.937,https://coinmarketcap.com/currencies/ignis/,IGNIS,1.59066e-05,761143950.0,0.147655
True Chain,112319079.566,https://coinmarketcap.com/currencies/true-chain/,TRUE,0.0002605,46448735.0,2.41813
Gnosis,111967869.94,https://coinmarketcap.com/currencies/gnosis-gno/,GNO,0.0109199,1104590.0,101.366
SingularityNET,110933076.666,https://coinmarketcap.com/currencies/singularitynet/,AGI,2.2144e-05,539673260.161,0.205556
SONM,110611881.2,https://coinmarketcap.com/currencies/sonm/,SNM,3.31367e-05,359600000.0,0.307597
Santiment Network Token,110183249.498,https://coinmarketcap.com/currencies/santiment/,SAN,0.000189431,62660370.957,1.75842
Metal,109994609.646,https://coinmarketcap.com/currencies/metal/,MTL,0.000489398,24212368.2058,4.54291
Vertcoin,109016562.109,https://coinmarketcap.com/currencies/vertcoin/,VTC,0.000266033,44145375.0,2.46949
Po.et,108518977.432,https://coinmarketcap.com/currencies/poet/,POE,5.13411e-06,2277026355.0,0.0476582
DATA,107760026.275,https://coinmarketcap.com/currencies/data/,DTA,2.50919e-06,4626502186.4,0.0232919
GameCredits,106272566.972,https://coinmarketcap.com/currencies/gamecredits/,GAME,0.000177895,64355352.0,1.65134
Delphy,104656919.67,https://coinmarketcap.com/currencies/delphy/,DPY,0.000281568,40041672.5984,2.6137
BOScoin,101968668.321,https://coinmarketcap.com/currencies/boscoin/,BOS,2.47236e-05,444305986.994,0.229501
Game.com,101083509.874,https://coinmarketcap.com/currencies/game/,GTC,1.82454e-05,596838248.011,0.169365
Litecoin Cash,100903272.903,https://coinmarketcap.com/currencies/litecoin-cash/,LCC,1.91166e-05,568619707.209,0.177453
TomoChain,100614250.0,https://coinmarketcap.com/currencies/tomochain/,TOMO,0.000197072,55000000.0,1.82935
SophiaTX,98667463.1351,https://coinmarketcap.com/currencies/sophiatx/,SPHTX,5.53608e-05,191999266.65,0.513895
Ambrosus,97263457.063,https://coinmarketcap.com/currencies/amber/,AMB,7.24663e-05,144590975.0,0.67268
Asch,96003821.7405,https://coinmarketcap.com/currencies/asch/,XAS,0.000110784,93355331.0,1.02837
DEW,95929366.651,https://coinmarketcap.com/currencies/dew/,DEW,0.000100095,103244552.962,0.929147
Raiden Network Token,95164451.3197,https://coinmarketcap.com/currencies/raiden-network-token/,RDN,0.000204347,50168936.0,1.89688
Dynamic Trading Rights,94513361.1672,https://coinmarketcap.com/currencies/dynamic-trading-rights/,DTR,8.47027e-06,1202053264.0,0.0786266
Zebi,93659731.2926,https://coinmarketcap.com/currencies/zebi/,ZCO,2.1887e-05,460994203.311,0.203169
Ubiq,92540389.9066,https://coinmarketcap.com/currencies/ubiq/,UBQ,0.000244629,40752150.0727,2.27081
Red Pulse,91533032.9805,https://coinmarketcap.com/currencies/red-pulse/,RPX,1.22354e-05,805911698.5,0.113577
BridgeCoin,91234350.0,https://coinmarketcap.com/currencies/bridgecoin/,BCO,0.000364017,27000000.0,3.37905
Bibox Token,90450518.8039,https://coinmarketcap.com/currencies/bibox-token/,BIX,9.33851e-05,104342466.049,0.866862
IHT Real Estate Protocol,89274961.3376,https://coinmarketcap.com/currencies/iht-real-estate-protocol/,IHT,1.90485e-05,504888906.508,0.176821
IoT Chain,89193898.9707,https://coinmarketcap.com/currencies/iot-chain/,ITC,0.000194425,49420926.08,1.80478
Bitcore,88376198.373,https://coinmarketcap.com/currencies/bitcore/,BTX,0.00061426,15499266.6334,5.70196
Blocknet,86271670.1572,https://coinmarketcap.com/currencies/blocknet/,BLOCK,0.00180997,5134821.12439,16.8013
Groestlcoin,84901521.5107,https://coinmarketcap.com/currencies/groestlcoin/,GRS,0.000130647,70007438.8874,1.21275
THEKEY,84739374.2278,https://coinmarketcap.com/currencies/thekey/,TKY,2.02637e-06,4504993287.0,0.0188101
Ink,83613377.73,https://coinmarketcap.com/currencies/ink/,INK,1.94164e-05,463910526.92,0.180236
ETHLend,81176475.4058,https://coinmarketcap.com/currencies/ethlend/,LEND,8.04994e-06,1086339145.85,0.0747248
Electra,79706325.7786,https://coinmarketcap.com/currencies/electra/,ECA,3.45298e-07,24867195932.5,0.00320528
Genesis Vision,79214218.7412,https://coinmarketcap.com/currencies/genesis-vision/,GVT,0.00228979,3726780.89997,21.2554
MediBloc,78544214.8382,https://coinmarketcap.com/currencies/medibloc/,MED,2.85243e-06,2966384100.0,0.0264781
Pillar,76309201.956,https://coinmarketcap.com/currencies/pillar/,PLR,3.61529e-05,227384800.0,0.335595
OST,74832418.2041,https://coinmarketcap.com/currencies/ost/,OST,2.50542e-05,321762988.365,0.23257
CRYPTO20,74658873.5966,https://coinmarketcap.com/currencies/c20/,C20,0.000202691,39680295.9307,1.88151
NavCoin,74090267.5077,https://coinmarketcap.com/currencies/nav-coin/,NAV,0.000127062,62816576.5197,1.17947
Cube,73695405.336,https://coinmarketcap.com/currencies/cube/,AUTO,1.2652e-06,6274940000.0,0.0117444
Peercoin,73485220.1898,https://coinmarketcap.com/currencies/peercoin/,PPC,0.000319759,24757336.1105,2.96822
AdEx,70677416.866,https://coinmarketcap.com/currencies/adx-net/,ADX,0.000103689,73430701.0,0.962505
Bread,69128174.2105,https://coinmarketcap.com/currencies/bread/,BRD,8.38038e-05,88862717.693,0.777921
PayPie,68938072.5,https://coinmarketcap.com/currencies/paypie/,PPP,9.00187e-05,82500000.0,0.835613
Ripio Credit Network,68859389.4754,https://coinmarketcap.com/currencies/ripio-credit-network/,RCN,1.50994e-05,491280790.761,0.140163
BLOCKv,68052788.5912,https://coinmarketcap.com/currencies/blockv/,VEE,4.78713e-06,1531433921.3,0.0444373
AirSwap,68050200.0,https://coinmarketcap.com/currencies/airswap/,AST,4.88726e-05,150000000.0,0.453668
Streamr DATAcoin,67754726.3618,https://coinmarketcap.com/currencies/streamr-datacoin/,DATA,1.0779e-05,677154514.0,0.100058
OriginTrail,66979004.8041,https://coinmarketcap.com/currencies/origintrail/,TRAC,2.68977e-05,268257242.429,0.249682
CloakCoin,66718840.1975,https://coinmarketcap.com/currencies/cloakcoin/,CLOAK,0.00140038,5132494.84184,12.9993
Odyssey,65232400.0,https://coinmarketcap.com/currencies/odyssey/,OCN,3.51367e-06,2000000000.0,0.0326162
BitBay,65157042.4756,https://coinmarketcap.com/currencies/bitbay/,BAY,6.93578e-06,1012030326.19,0.0643825
district0x,63846600.0,https://coinmarketcap.com/currencies/district0x/,DNT,1.14634e-05,600000000.0,0.106411
Eidoo,63331165.8723,https://coinmarketcap.com/currencies/eidoo/,EDO,0.000233158,29261461.2776,2.16432
DAEX,63251480.2,https://coinmarketcap.com/currencies/daex/,DAX,1.89172e-05,360200000.0,0.175601
Telcoin,63129775.7069,https://coinmarketcap.com/currencies/telcoin/,TEL,2.31056e-07,29433600818.2,0.00214482
Einsteinium,62591421.514,https://coinmarketcap.com/currencies/einsteinium/,EMC2,3.1085e-05,216916321.6,0.288551
Quantum Resistant Ledger,62144680.0,https://coinmarketcap.com/currencies/quantum-resistant-ledger/,QRL,0.000128744,52000000.0,1.19509
Oyster,61851552.4054,https://coinmarketcap.com/currencies/oyster/,PRL,8.5461e-05,77966926.2205,0.793305
ZClassic,60681714.94,https://coinmarketcap.com/currencies/zclassic/,ZCL,0.00166629,3923150.0,15.4676
Primecoin,60271924.7011,https://coinmarketcap.com/currencies/primecoin/,XPM,0.000275497,23568117.2703,2.55735
UTRUST,60226325.0493,https://coinmarketcap.com/currencies/utrust/,UTK,2.21165e-05,293357647.585,0.2053
AppCoins,58945196.8458,https://coinmarketcap.com/currencies/appcoins/,APPC,6.34659e-05,100054311.845,0.589132
SingularDTV,58691940.0,https://coinmarketcap.com/currencies/singulardtv/,SNGLS,1.05379e-05,600000000.0,0.0978199
MediShares,56754083.5911,https://coinmarketcap.com/currencies/medishares/,MDS,1.20651e-05,506750987.455,0.111996
Rock,56608079.3736,https://coinmarketcap.com/currencies/rock/,RKT,1.99827e-05,305178009.691,0.185492
SpankChain,56541075.788,https://coinmarketcap.com/currencies/spankchain/,SPANK,2.03006e-05,300043386.0,0.188443
ION,55913994.6983,https://coinmarketcap.com/currencies/ion/,ION,0.000286445,21028441.3507,2.65897
Burst,55615524.6219,https://coinmarketcap.com/currencies/burst/,BURST,3.09412e-06,1936365823.0,0.0287216
WaBi,55608474.8837,https://coinmarketcap.com/currencies/wabi/,WABI,0.000132395,45248032.811,1.22897
SaluS,54966108.5633,https://coinmarketcap.com/currencies/salus/,SLS,0.00586,1010473.27697,54.3964
Crypterium,54542398.5485,https://coinmarketcap.com/currencies/crypterium/,CRPT,7.46536e-05,78706576.9896,0.692984
WePower,54189423.2597,https://coinmarketcap.com/currencies/wepower/,WPR,1.36898e-05,426429828.055,0.127077
NANJCOIN,53879104.5467,https://coinmarketcap.com/currencies/nanjcoin/,NANJ,2.99779e-07,19361889557.3,0.00278274
YEE,53446241.7666,https://coinmarketcap.com/currencies/yee/,YEE,4.21738e-06,1365218125.0,0.0391485
Hydro Protocol,53015391.0,https://coinmarketcap.com/currencies/hydro-protocol/,HOT,8.13566e-06,702000000.0,0.0755205
Modum,52957184.378,https://coinmarketcap.com/currencies/modum/,MOD,0.000312324,18266200.0,2.89919
Internet Node Token,52422150.0,https://coinmarketcap.com/currencies/internet-node-token/,INT,3.76489e-05,150000000.0,0.349481
Lympo,52165796.9887,https://coinmarketcap.com/currencies/lympo/,LYM,8.36976e-06,671429783.003,0.0776936
Edgeless,51982810.807,https://coinmarketcap.com/currencies/edgeless/,EDG,6.8254e-05,82046297.0,0.633579
Wings,51603103.8083,https://coinmarketcap.com/currencies/wings/,WINGS,6.19685e-05,89708333.0,0.575232
Trinity Network Credit,51454333.2819,https://coinmarketcap.com/currencies/trinity-network-credit/,TNC,1.66292e-05,333333333.0,0.154363
Ravencoin,51029903.9729,https://coinmarketcap.com/currencies/ravencoin/,RVN,5.34618e-06,1028275181.97,0.0496267
Electrify.Asia,50617826.474,https://coinmarketcap.com/currencies/electrifyasia/,ELEC,1.52428e-05,357740852.721,0.141493
DECENT,50610378.4332,https://coinmarketcap.com/currencies/decent/,DCT,0.000106267,51306089.0,0.98644
Viacoin,50504365.6829,https://coinmarketcap.com/currencies/viacoin/,VIA,0.000236244,23030121.5625,2.19297
LinkEye,50398860.0,https://coinmarketcap.com/currencies/linkeye/,LET,9.04893e-06,600000000.0,0.0839981
Tierion,50358975.123,https://coinmarketcap.com/currencies/tierion/,TNT,1.26611e-05,428481269.499,0.117529
VIBE,49929497.7329,https://coinmarketcap.com/currencies/vibe/,VIBE,2.69055e-05,199913906.56,0.249755
Republic Protocol,49040173.9915,https://coinmarketcap.com/currencies/republic-protocol/,REN,1.14106e-05,462992579.225,0.10592
Counterparty,48766504.12,https://coinmarketcap.com/currencies/counterparty/,XCP,0.00200789,2616439.31218,18.6385
